id,first_name,last_name,email,gender,ip_address,player_name,age,position,team,nationality,height,weight,jersey_number,goals_scored,assists
710,Addison,Twigger,atwiggerjp@ameblo.jp,Male,0.110.170.20,Addison Twigger,26,forward,Bayern Munich,Monaco,156.54,86.09,22,5,1
711,Mattie,Yarrell,myarrelljq@example.com,Bigender,124.92.95.62,Mattie Yarrell,25,goalkeeper,Bayern Munich,Uzbekistan,170.95,85.88,31,32,19
712,Ike,Slayton,islaytonjr@dagondesign.com,Male,189.216.115.143,Ike Slayton,26,goalkeeper,Barcelona,Netherlands,180.65,94.34,54,43,29
713,Trisha,Scipsey,tscipseyjs@biglobe.ne.jp,Female,67.22.156.43,Trisha Scipsey,36,midfielder,Real Madrid,China,202.43,64.73,47,10,2
714,Clemmie,McKenzie,cmckenziejt@issuu.com,Genderqueer,206.153.5.207,Clemmie McKenzie,21,midfielder,Barcelona,Russia,166.25,77.95,31,42,21
715,Delcina,Van Waadenburg,dvanju@myspace.com,Female,166.201.85.208,Delcina Van Waadenburg,25,defender,Bayern Munich,United States,178.8,69.62,47,34,1
716,Rebeca,Bassano,rbassanojv@skype.com,Female,210.207.89.163,Rebeca Bassano,29,midfielder,Barcelona,Czech Republic,172.35,94.44,70,2,18
717,Mercie,Gero,mgerojw@eepurl.com,Non-binary,36.102.36.251,Mercie Gero,21,goalkeeper,Real Madrid,Colombia,182.27,67.82,71,45,23
718,Dalston,Bedell,dbedelljx@hugedomains.com,Male,58.17.161.217,Dalston Bedell,33,midfielder,Manchester United,Argentina,185.61,92.84,99,40,0
719,Berenice,Greneham,bgrenehamjy@who.int,Female,115.71.106.17,Berenice Greneham,31,goalkeeper,Manchester United,Philippines,192.36,78.11,41,43,0
720,Carny,Lacheze,clachezejz@hud.gov,Male,203.178.31.64,Carny Lacheze,32,goalkeeper,Manchester United,Portugal,200.77,73.55,78,0,23
721,Bobby,Maciunas,bmaciunask0@live.com,Agender,167.128.231.125,Bobby Maciunas,30,forward,Real Madrid,China,162.17,88.94,75,1,8
722,Cornelius,MacKereth,cmackerethk1@tinypic.com,Male,213.252.209.252,Cornelius MacKereth,34,goalkeeper,Real Madrid,Indonesia,164.9,98.47,6,50,22
723,Leann,Ruzic,lruzick2@state.tx.us,Female,45.140.58.223,Leann Ruzic,22,defender,Real Madrid,Nigeria,156.01,55.73,57,20,15
724,Dominica,Oda,dodak3@cyberchimps.com,Female,8.9.232.83,Dominica Oda,19,defender,Real Madrid,Mexico,197.03,81.1,30,6,14
725,Ferris,Dragge,fdraggek4@photobucket.com,Male,135.234.241.121,Ferris Dragge,22,forward,Manchester United,Portugal,182.91,82.66,46,3,11
726,Gerry,Guiduzzi,gguiduzzik5@1688.com,Male,238.29.148.226,Gerry Guiduzzi,24,defender,Real Madrid,China,198.59,89.1,65,23,18
727,Brant,Pibworth,bpibworthk6@time.com,Male,19.103.154.250,Brant Pibworth,28,defender,Manchester United,El Salvador,207.89,80.39,26,21,19
728,Bengt,Darthe,bdarthek7@google.co.jp,Male,174.163.250.214,Bengt Darthe,38,midfielder,Bayern Munich,Nigeria,154.02,86.83,62,28,25
729,Georas,Girardez,ggirardezk8@techcrunch.com,Male,16.100.2.134,Georas Girardez,35,defender,Bayern Munich,Cuba,161.23,96.64,62,13,27
730,Shelley,Stoop,sstoopk9@va.gov,Female,242.234.52.251,Shelley Stoop,35,defender,Manchester United,Philippines,177.72,65.38,91,28,17
731,Woody,Hockey,whockeyka@cmu.edu,Male,27.161.230.0,Woody Hockey,37,goalkeeper,Bayern Munich,Japan,168.33,57.22,16,9,7
732,Worthington,Pinchon,wpinchonkb@oaic.gov.au,Male,136.104.23.120,Worthington Pinchon,37,forward,Real Madrid,Brazil,193.11,78.16,61,36,29
733,Meredeth,Wastling,mwastlingkc@usatoday.com,Male,203.84.252.186,Meredeth Wastling,38,forward,Barcelona,France,184.65,68.0,70,11,2
734,Cybill,Maase,cmaasekd@cmu.edu,Female,90.37.209.180,Cybill Maase,24,goalkeeper,Barcelona,Syria,197.41,80.01,90,3,15
735,Joby,Renny,jrennyke@ftc.gov,Female,151.131.149.234,Joby Renny,22,midfielder,Barcelona,Brazil,184.38,75.55,82,9,25
736,Hoyt,Castro,hcastrokf@examiner.com,Male,167.137.192.27,Hoyt Castro,29,forward,Real Madrid,Philippines,176.46,88.11,50,21,27
737,Marcellus,Petto,mpettokg@gizmodo.com,Male,2.218.29.49,Marcellus Petto,33,midfielder,Manchester United,China,191.99,55.4,20,25,28
738,Woodman,Juszkiewicz,wjuszkiewiczkh@tuttocitta.it,Male,170.106.193.140,Woodman Juszkiewicz,18,forward,Manchester United,Iran,197.23,91.29,85,24,16
739,Bowie,Harden,bhardenki@yellowbook.com,Male,240.23.206.3,Bowie Harden,29,forward,Manchester United,China,205.15,64.85,41,47,25
740,Bridget,O'Hanley,bohanleykj@godaddy.com,Female,42.230.38.4,Bridget O'Hanley,38,midfielder,Real Madrid,Uganda,185.37,61.17,22,47,4
741,Pauly,Hubbocks,phubbockskk@reference.com,Female,11.248.45.118,Pauly Hubbocks,35,goalkeeper,Barcelona,Colombia,187.05,54.14,41,23,0
742,Riki,Loche,rlochekl@eepurl.com,Female,133.70.220.172,Riki Loche,20,forward,Barcelona,Czech Republic,207.94,96.7,68,15,7
743,Jamaal,Helin,jhelinkm@cafepress.com,Male,26.52.120.253,Jamaal Helin,26,defender,Manchester United,China,199.38,58.45,99,18,19
744,Sashenka,Cottey,scotteykn@edublogs.org,Female,7.201.160.210,Sashenka Cottey,35,midfielder,Barcelona,Democratic Republic of the Congo,168.72,58.8,74,8,16
745,Fergus,Dallywater,fdallywaterko@upenn.edu,Male,131.54.46.30,Fergus Dallywater,22,forward,Manchester United,China,159.18,55.2,42,40,21
746,Elihu,Nobriga,enobrigakp@amazon.com,Male,249.59.31.28,Elihu Nobriga,18,defender,Bayern Munich,Poland,164.88,79.07,88,12,7
747,Lilyan,Limrick,llimrickkq@baidu.com,Female,189.177.35.3,Lilyan Limrick,19,midfielder,Bayern Munich,Poland,173.52,94.25,29,28,24
748,Marlena,Dunkerton,mdunkertonkr@yellowpages.com,Female,91.76.233.202,Marlena Dunkerton,36,goalkeeper,Manchester United,Philippines,180.0,83.9,85,20,8
749,Thorpe,Jaffrey,tjaffreyks@telegraph.co.uk,Male,184.216.225.122,Thorpe Jaffrey,22,goalkeeper,Bayern Munich,China,164.8,56.91,87,41,18
750,Luisa,Girhard,lgirhardkt@icio.us,Female,67.221.13.79,Luisa Girhard,31,forward,Manchester United,Mexico,203.27,63.4,83,42,21
751,Nellie,Jacks,njacksku@msu.edu,Female,96.21.157.210,Nellie Jacks,40,defender,Manchester United,Bahamas,167.63,69.82,8,40,19
752,Ruperto,Joerning,rjoerningkv@loc.gov,Male,184.163.91.16,Ruperto Joerning,39,goalkeeper,Bayern Munich,Indonesia,186.94,74.29,16,25,29
753,Tiffi,Pidgley,tpidgleykw@posterous.com,Female,39.99.16.70,Tiffi Pidgley,22,defender,Bayern Munich,China,155.01,56.22,50,9,24
754,Wilone,Rizzi,wrizzikx@vinaora.com,Female,227.10.31.189,Wilone Rizzi,37,forward,Manchester United,France,198.3,54.53,13,10,5
755,Moore,Child,mchildky@squarespace.com,Male,162.155.206.104,Moore Child,35,midfielder,Real Madrid,Venezuela,170.62,83.47,60,16,14
756,Yvonne,Ricciardiello,yricciardiellokz@yahoo.com,Female,128.213.122.225,Yvonne Ricciardiello,34,midfielder,Barcelona,China,189.34,70.95,67,17,6
757,Gaylor,McColgan,gmccolganl0@techcrunch.com,Male,71.78.140.114,Gaylor McColgan,35,midfielder,Barcelona,China,191.61,67.59,42,21,7
758,Anabella,Geydon,ageydonl1@parallels.com,Female,147.132.200.163,Anabella Geydon,33,midfielder,Real Madrid,Indonesia,186.51,78.16,86,13,3
759,Kiley,Alenikov,kalenikovl2@jugem.jp,Female,73.182.214.88,Kiley Alenikov,29,forward,Manchester United,Canada,181.06,92.96,36,7,30
760,Dav,Lamers,dlamersl3@amazon.co.jp,Male,235.153.210.27,Dav Lamers,35,midfielder,Bayern Munich,Indonesia,197.08,78.79,46,4,22
761,Del,Beveredge,dbeveredgel4@prlog.org,Male,252.3.121.242,Del Beveredge,38,forward,Manchester United,Philippines,171.06,52.28,62,41,16
762,Frederica,Macvey,fmacveyl5@chron.com,Female,103.209.40.214,Frederica Macvey,31,goalkeeper,Real Madrid,China,152.01,92.76,35,0,30
763,Krystyna,Kiehnlt,kkiehnltl6@g.co,Female,193.146.11.69,Krystyna Kiehnlt,27,forward,Real Madrid,Poland,178.2,54.88,81,5,13
764,Willabella,Venediktov,wvenediktovl7@homestead.com,Female,24.211.157.235,Willabella Venediktov,32,midfielder,Real Madrid,Indonesia,152.93,60.46,17,33,21
765,Virgie,Brimelow,vbrimelowl8@bloglovin.com,Male,110.251.141.43,Virgie Brimelow,27,midfielder,Manchester United,China,177.4,68.62,43,26,13
766,Hillard,Sparey,hspareyl9@theatlantic.com,Male,148.130.174.163,Hillard Sparey,33,midfielder,Real Madrid,Philippines,166.4,94.28,86,50,7
767,Godard,Hirsthouse,ghirsthousela@mozilla.org,Male,116.96.236.202,Godard Hirsthouse,36,defender,Bayern Munich,Nicaragua,203.09,66.74,95,48,15
768,Hoebart,Beringer,hberingerlb@163.com,Male,14.49.160.7,Hoebart Beringer,18,goalkeeper,Manchester United,Philippines,176.48,61.56,75,19,22
769,Wylie,Moreside,wmoresidelc@youku.com,Male,165.149.96.17,Wylie Moreside,25,forward,Real Madrid,Chile,170.55,56.0,17,45,20
770,Meghan,Kidner,mkidnerld@chron.com,Genderqueer,176.133.29.167,Meghan Kidner,25,forward,Manchester United,China,162.09,62.99,32,49,26
771,Hugibert,Mullin,hmullinle@sohu.com,Male,80.194.78.230,Hugibert Mullin,35,forward,Bayern Munich,Peru,189.08,97.05,27,2,27
772,Rollins,Figgs,rfiggslf@ycombinator.com,Male,179.133.220.32,Rollins Figgs,21,midfielder,Bayern Munich,China,204.07,82.0,15,18,16
773,Joanie,Henker,jhenkerlg@creativecommons.org,Female,116.189.189.216,Joanie Henker,19,defender,Manchester United,Egypt,166.96,78.13,92,27,27
774,Sophia,Gagin,sgaginlh@friendfeed.com,Agender,179.36.234.187,Sophia Gagin,28,forward,Real Madrid,Sweden,206.04,74.66,88,30,24
775,Sandra,Stuchbery,sstuchberyli@opensource.org,Female,53.155.134.12,Sandra Stuchbery,21,forward,Barcelona,Poland,191.96,60.1,22,42,3
776,Mordy,Bane,mbanelj@theatlantic.com,Male,192.138.109.45,Mordy Bane,26,defender,Bayern Munich,Poland,168.54,62.84,94,20,8
777,Cazzie,Lempenny,clempennylk@4shared.com,Male,96.228.112.109,Cazzie Lempenny,21,defender,Barcelona,Vietnam,203.15,77.87,31,13,19
778,Guendolen,Ferro,gferroll@utexas.edu,Female,14.63.254.28,Guendolen Ferro,28,midfielder,Barcelona,Canada,183.11,89.31,50,0,2
779,Lilias,Barca,lbarcalm@disqus.com,Female,44.221.106.184,Lilias Barca,35,defender,Bayern Munich,Nigeria,208.37,73.01,99,2,1
780,Jemima,Sollam,jsollamln@drupal.org,Female,154.135.105.230,Jemima Sollam,34,forward,Barcelona,China,207.09,70.36,34,33,27
781,Lonnie,Ghilks,lghilkslo@washington.edu,Female,168.124.204.185,Lonnie Ghilks,40,midfielder,Manchester United,Indonesia,192.64,94.93,40,27,6
782,Wendell,Hawley,whawleylp@home.pl,Male,23.147.47.224,Wendell Hawley,34,goalkeeper,Manchester United,Iran,168.84,52.4,29,11,20
783,Bernita,Jarvis,bjarvislq@lulu.com,Female,194.169.185.89,Bernita Jarvis,28,midfielder,Bayern Munich,China,182.38,57.57,62,16,6
784,Morena,McClinton,mmcclintonlr@cam.ac.uk,Female,30.67.183.210,Morena McClinton,22,forward,Real Madrid,China,178.16,82.6,65,33,19
785,Shayne,Maneylaws,smaneylawsls@zimbio.com,Male,63.0.84.222,Shayne Maneylaws,39,midfielder,Barcelona,South Korea,171.87,79.51,68,43,13
786,Aron,Wombwell,awombwelllt@fema.gov,Male,59.0.105.211,Aron Wombwell,34,midfielder,Manchester United,United States,181.12,66.64,17,10,0
787,Reinhard,Newlands,rnewlandslu@hugedomains.com,Male,228.230.12.167,Reinhard Newlands,33,forward,Barcelona,China,189.51,62.01,87,35,0
788,Casey,Golland,cgollandlv@comsenz.com,Female,210.83.121.220,Casey Golland,30,forward,Real Madrid,Peru,181.03,62.18,37,32,11
789,Laney,Cowie,lcowielw@slate.com,Male,34.53.18.153,Laney Cowie,34,goalkeeper,Bayern Munich,Vietnam,167.9,99.66,51,45,2
790,Morlee,Domino,mdominolx@linkedin.com,Male,68.27.176.4,Morlee Domino,20,defender,Manchester United,Ireland,200.66,73.04,14,25,28
791,Base,Peatt,bpeattly@nydailynews.com,Male,177.231.78.239,Base Peatt,38,forward,Bayern Munich,Mongolia,188.61,60.88,97,9,20
792,Jarid,Airds,jairdslz@ow.ly,Male,0.24.60.169,Jarid Airds,22,midfielder,Bayern Munich,New Caledonia,192.28,52.63,83,6,7
793,Michelina,Tucker,mtuckerm0@vk.com,Female,63.70.194.145,Michelina Tucker,27,forward,Real Madrid,Indonesia,158.62,84.89,22,11,29
794,Staffard,Goshawk,sgoshawkm1@constantcontact.com,Male,133.158.225.209,Staffard Goshawk,29,goalkeeper,Bayern Munich,Portugal,150.78,71.63,14,13,4
795,Aundrea,Siviter,asiviterm2@abc.net.au,Bigender,195.236.36.43,Aundrea Siviter,27,forward,Barcelona,Indonesia,187.64,97.19,46,14,24
796,Lonnie,Fear,lfearm3@clickbank.net,Genderqueer,128.247.35.33,Lonnie Fear,23,goalkeeper,Real Madrid,China,204.9,57.32,18,25,4
797,Hershel,Maskrey,hmaskreym4@angelfire.com,Male,185.75.204.246,Hershel Maskrey,23,forward,Real Madrid,Russia,204.77,72.4,96,38,4
798,Joshuah,Palfreyman,jpalfreymanm5@ehow.com,Male,162.103.86.207,Joshuah Palfreyman,21,defender,Bayern Munich,Argentina,209.89,84.06,12,26,11
799,Andonis,Behnke,abehnkem6@cnbc.com,Male,170.244.254.232,Andonis Behnke,26,goalkeeper,Bayern Munich,Portugal,203.76,71.01,15,16,16
800,Freddie,Kirvin,fkirvinm7@instagram.com,Male,81.86.35.199,Freddie Kirvin,20,midfielder,Barcelona,Vietnam,155.26,74.75,4,43,8
801,Doy,Barrell,dbarrellm8@rakuten.co.jp,Male,188.85.95.74,Doy Barrell,27,goalkeeper,Real Madrid,China,189.45,74.56,78,3,11
802,Zorah,MacIllrick,zmacillrickm9@loc.gov,Female,17.242.15.91,Zorah MacIllrick,31,defender,Manchester United,Sweden,206.76,74.88,80,25,1
803,Kaiser,Torrese,ktorresema@wikipedia.org,Male,186.157.2.44,Kaiser Torrese,33,midfielder,Bayern Munich,China,150.62,81.89,24,2,21
804,Baxie,Stovine,bstovinemb@cdc.gov,Non-binary,115.225.23.112,Baxie Stovine,39,forward,Barcelona,Pakistan,166.76,50.99,95,18,29
805,Ermina,Higbin,ehigbinmc@typepad.com,Female,233.202.11.151,Ermina Higbin,34,defender,Barcelona,Peru,168.76,92.62,76,43,27
806,Tommie,Burmaster,tburmastermd@ezinearticles.com,Male,127.212.30.182,Tommie Burmaster,36,forward,Manchester United,Czech Republic,184.42,85.21,81,35,2
807,Merola,Sealeaf,msealeafme@fema.gov,Female,222.218.137.44,Merola Sealeaf,20,goalkeeper,Barcelona,China,209.89,53.68,36,10,25
808,Richmound,Artrick,rartrickmf@bluehost.com,Male,203.80.55.254,Richmound Artrick,33,defender,Real Madrid,Czech Republic,183.24,84.78,5,31,25
809,Nilson,Lechmere,nlechmeremg@seesaa.net,Male,163.174.155.19,Nilson Lechmere,23,defender,Bayern Munich,Indonesia,192.09,73.02,79,8,17
810,Gavan,Redwing,gredwingmh@imdb.com,Male,64.74.64.208,Gavan Redwing,36,forward,Barcelona,China,152.77,80.92,33,50,7
811,Josee,Rollinson,jrollinsonmi@biglobe.ne.jp,Female,13.202.235.106,Josee Rollinson,37,defender,Real Madrid,Czech Republic,204.66,52.09,45,45,4
812,Winn,Erratt,werrattmj@shinystat.com,Male,18.83.165.86,Winn Erratt,33,defender,Real Madrid,China,159.46,57.55,82,5,9
813,Johnathan,Oldcote,joldcotemk@gnu.org,Male,168.197.240.133,Johnathan Oldcote,22,defender,Real Madrid,Peru,195.52,71.51,66,48,10
814,Forrester,Dollar,fdollarml@issuu.com,Male,184.92.244.223,Forrester Dollar,40,defender,Bayern Munich,Portugal,186.66,57.04,85,15,9
815,Orrin,Koeppe,okoeppemm@networkadvertising.org,Male,77.19.57.253,Orrin Koeppe,33,forward,Barcelona,Indonesia,180.44,89.93,19,10,24
816,Jock,Pendered,jpenderedmn@people.com.cn,Male,208.177.99.13,Jock Pendered,35,forward,Manchester United,Colombia,205.87,72.43,83,40,21
817,Percival,Schoroder,pschorodermo@census.gov,Male,53.191.92.180,Percival Schoroder,19,goalkeeper,Manchester United,Russia,151.82,89.19,82,30,26
818,Heath,Noury,hnourymp@ca.gov,Female,54.222.75.137,Heath Noury,35,goalkeeper,Real Madrid,Ecuador,151.44,84.52,30,29,10
819,Yuma,Daybell,ydaybellmq@ftc.gov,Male,187.210.202.4,Yuma Daybell,26,defender,Bayern Munich,China,181.64,63.27,4,27,16
820,Melva,Ionesco,mionescomr@google.com.au,Female,75.246.237.56,Melva Ionesco,31,forward,Bayern Munich,China,209.75,51.07,50,43,27
821,Phil,Jahan,pjahanms@bigcartel.com,Male,87.212.19.235,Phil Jahan,18,midfielder,Real Madrid,Vietnam,171.11,64.67,74,43,3
822,Kelly,Aguilar,kaguilarmt@mapy.cz,Female,185.223.59.231,Kelly Aguilar,35,goalkeeper,Real Madrid,Norway,154.21,96.97,77,21,8
823,May,Kerwin,mkerwinmu@ask.com,Female,150.8.236.125,May Kerwin,37,defender,Real Madrid,France,173.72,76.56,20,13,27
824,Waldemar,Stafford,wstaffordmv@cafepress.com,Male,114.69.219.123,Waldemar Stafford,32,forward,Real Madrid,Poland,189.92,51.55,87,6,5
825,Mikey,Carnock,mcarnockmw@redcross.org,Male,155.194.72.69,Mikey Carnock,38,defender,Bayern Munich,Poland,161.48,98.2,7,46,21
826,Donalt,Ivasyushkin,divasyushkinmx@xing.com,Male,153.222.100.192,Donalt Ivasyushkin,36,defender,Real Madrid,Ecuador,164.01,96.53,62,36,12
827,Odessa,Madgwick,omadgwickmy@reddit.com,Female,112.23.168.93,Odessa Madgwick,31,goalkeeper,Barcelona,China,155.02,88.51,49,2,23
828,Kassie,Birchenough,kbirchenoughmz@rambler.ru,Female,13.130.127.156,Kassie Birchenough,33,defender,Barcelona,Indonesia,181.31,96.47,42,1,4
829,Bran,Tetsall,btetsalln0@t.co,Male,65.169.117.186,Bran Tetsall,23,goalkeeper,Manchester United,Poland,171.22,99.9,18,10,7
830,Lauritz,Gasperi,lgasperin1@bluehost.com,Male,18.227.79.29,Lauritz Gasperi,33,midfielder,Barcelona,Brazil,151.6,81.33,75,26,6
831,Englebert,Medlen,emedlenn2@flavors.me,Male,168.150.100.194,Englebert Medlen,22,defender,Bayern Munich,Indonesia,186.97,87.02,62,9,18
832,Alexandrina,Casham,acashamn3@cnet.com,Bigender,246.243.188.23,Alexandrina Casham,34,forward,Manchester United,France,158.34,74.12,69,10,1
833,Lynea,Ilson,lilsonn4@e-recht24.de,Female,11.125.67.221,Lynea Ilson,22,goalkeeper,Barcelona,France,168.21,52.73,58,40,24
834,Elayne,O'Scollain,eoscollainn5@tmall.com,Female,82.188.86.16,Elayne O'Scollain,39,forward,Bayern Munich,China,176.22,77.91,82,25,13
835,Laurel,Shuttlewood,lshuttlewoodn6@networksolutions.com,Female,134.121.158.49,Laurel Shuttlewood,30,midfielder,Manchester United,Slovenia,194.2,97.74,61,22,21
836,Wayne,Faas,wfaasn7@narod.ru,Agender,77.18.176.54,Wayne Faas,37,goalkeeper,Manchester United,United States,208.92,82.45,36,41,19
837,Skelly,Diaper,sdiapern8@slashdot.org,Genderfluid,181.51.123.201,Skelly Diaper,21,defender,Bayern Munich,Philippines,200.93,58.26,79,13,9
838,Andy,Sangwin,asangwinn9@zimbio.com,Male,22.223.212.2,Andy Sangwin,18,forward,Manchester United,Indonesia,164.77,89.21,96,15,12
839,Doll,Itzhayek,ditzhayekna@flavors.me,Female,240.218.43.222,Doll Itzhayek,25,goalkeeper,Real Madrid,Russia,181.39,93.76,62,5,30
840,Thedric,Cartwright,tcartwrightnb@icio.us,Male,50.12.213.110,Thedric Cartwright,31,forward,Bayern Munich,China,169.97,69.42,66,1,1
841,Ebeneser,Samsonsen,esamsonsennc@auda.org.au,Male,255.189.94.80,Ebeneser Samsonsen,38,midfielder,Bayern Munich,China,172.24,54.94,98,38,19
842,Daloris,Vinker,dvinkernd@google.com.br,Non-binary,157.36.250.32,Daloris Vinker,22,goalkeeper,Barcelona,Armenia,177.26,76.34,33,20,3
843,Fernando,Cottrill,fcottrillne@rediff.com,Male,68.170.255.226,Fernando Cottrill,37,forward,Bayern Munich,Colombia,180.9,52.22,9,27,14
844,Em,Kingswood,ekingswoodnf@nyu.edu,Female,170.223.115.42,Em Kingswood,25,forward,Bayern Munich,Albania,170.35,50.24,53,31,12
845,Edwin,Kewzick,ekewzickng@gravatar.com,Male,110.252.204.174,Edwin Kewzick,26,goalkeeper,Real Madrid,China,179.66,82.06,41,39,15
846,Jorie,Aylott,jaylottnh@china.com.cn,Female,242.185.97.9,Jorie Aylott,38,defender,Bayern Munich,Thailand,183.85,89.71,51,0,6
847,Willi,Winsiowiecki,wwinsiowieckini@apple.com,Female,8.164.83.202,Willi Winsiowiecki,38,goalkeeper,Barcelona,Czech Republic,206.18,70.22,87,34,16
848,Daffi,Gulleford,dgullefordnj@technorati.com,Female,210.158.47.145,Daffi Gulleford,39,forward,Real Madrid,Indonesia,189.53,92.43,72,28,24
849,Thaine,Hazeup,thazeupnk@ox.ac.uk,Male,209.229.202.105,Thaine Hazeup,36,midfielder,Barcelona,Ethiopia,197.7,51.39,95,29,25
850,Culver,Togwell,ctogwellnl@slideshare.net,Male,219.44.169.240,Culver Togwell,26,goalkeeper,Bayern Munich,Armenia,174.63,89.58,49,49,10
851,Douglas,Causbey,dcausbeynm@i2i.jp,Male,70.97.49.19,Douglas Causbey,34,forward,Real Madrid,Philippines,202.48,70.7,14,48,12
852,Noel,Eason,neasonnn@netlog.com,Female,121.95.233.142,Noel Eason,34,midfielder,Bayern Munich,Indonesia,194.63,86.83,30,4,22
853,Fletch,Muncey,fmunceyno@accuweather.com,Male,34.72.100.238,Fletch Muncey,22,midfielder,Real Madrid,Russia,186.83,63.54,2,4,14
854,Cecily,Preddle,cpreddlenp@simplemachines.org,Female,60.28.146.183,Cecily Preddle,21,defender,Real Madrid,Philippines,164.82,78.29,50,25,15
855,Doti,Lilie,dlilienq@photobucket.com,Female,147.133.158.232,Doti Lilie,22,defender,Bayern Munich,Canada,205.0,87.12,55,23,3
856,Jerrilee,Nevitt,jnevittnr@furl.net,Polygender,111.225.34.184,Jerrilee Nevitt,28,forward,Bayern Munich,China,189.11,74.14,48,38,15
857,Bathsheba,Kitteman,bkittemanns@quantcast.com,Female,45.64.145.151,Bathsheba Kitteman,27,goalkeeper,Real Madrid,Colombia,178.5,54.38,11,41,0
858,Georgie,Tivers,gtiversnt@jiathis.com,Female,7.199.101.104,Georgie Tivers,37,forward,Barcelona,Brazil,164.56,89.08,79,15,6
859,Thom,Janodet,tjanodetnu@google.nl,Male,191.221.108.57,Thom Janodet,20,goalkeeper,Real Madrid,Sweden,194.15,67.03,80,18,25
860,Harriot,Pilfold,hpilfoldnv@bluehost.com,Female,85.147.152.212,Harriot Pilfold,35,midfielder,Bayern Munich,Argentina,172.39,79.5,87,48,20
861,Kelcy,Pelos,kpelosnw@g.co,Female,97.211.200.191,Kelcy Pelos,18,goalkeeper,Barcelona,Russia,196.89,95.01,42,31,30
862,Agna,Reddle,areddlenx@wikispaces.com,Female,173.147.82.161,Agna Reddle,39,midfielder,Barcelona,China,196.39,88.57,44,45,13
863,Juline,Putt,jputtny@php.net,Female,167.22.70.178,Juline Putt,36,goalkeeper,Real Madrid,Philippines,192.56,78.55,79,45,22
864,Alasdair,Glassman,aglassmannz@homestead.com,Male,89.218.114.135,Alasdair Glassman,27,goalkeeper,Manchester United,Mexico,181.31,87.97,34,36,29
865,Roddy,Solley,rsolleyo0@moonfruit.com,Male,78.38.179.223,Roddy Solley,39,midfielder,Real Madrid,China,194.49,97.57,34,3,0
866,Ingram,Alwin,ialwino1@technorati.com,Male,247.158.50.131,Ingram Alwin,26,midfielder,Bayern Munich,Iceland,199.29,73.41,67,30,20
867,Mack,Shank,mshanko2@webeden.co.uk,Male,142.203.8.60,Mack Shank,22,defender,Real Madrid,China,205.91,60.39,40,18,23
868,Julius,Toretta,jtorettao3@si.edu,Male,136.136.168.114,Julius Toretta,29,forward,Barcelona,Malawi,160.23,67.74,61,17,17
869,Nikki,Minet,nmineto4@nature.com,Female,56.114.221.122,Nikki Minet,25,defender,Bayern Munich,Croatia,172.13,67.99,41,27,26
870,Pattin,Enright,penrighto5@vkontakte.ru,Male,73.70.228.41,Pattin Enright,19,goalkeeper,Real Madrid,Serbia,176.45,88.78,86,37,19
871,Ole,Lynd,olyndo6@storify.com,Male,81.174.194.124,Ole Lynd,37,midfielder,Real Madrid,Poland,184.55,63.31,67,48,23
872,Mattheus,Mahaddy,mmahaddyo7@bigcartel.com,Male,43.232.111.126,Mattheus Mahaddy,35,forward,Manchester United,Russia,157.07,66.16,42,46,12
873,Ber,Commings,bcommingso8@desdev.cn,Male,86.41.127.90,Ber Commings,33,forward,Bayern Munich,Ukraine,176.53,54.15,12,12,24
874,Flem,Sydry,fsydryo9@springer.com,Male,141.190.255.110,Flem Sydry,33,forward,Real Madrid,Burkina Faso,206.17,62.85,82,29,7
875,Ginevra,Meineken,gmeinekenoa@flavors.me,Female,26.10.36.240,Ginevra Meineken,23,goalkeeper,Real Madrid,China,173.31,95.25,81,15,5
876,Nevin,O'Keevan,nokeevanob@networksolutions.com,Male,91.23.206.124,Nevin O'Keevan,28,defender,Real Madrid,China,166.11,73.57,75,9,6
877,Kim,Keling,kkelingoc@indiatimes.com,Female,155.6.231.150,Kim Keling,18,forward,Real Madrid,Malaysia,155.04,52.01,72,17,19
878,Madison,Hinrichsen,mhinrichsenod@nba.com,Genderqueer,204.243.115.53,Madison Hinrichsen,35,goalkeeper,Real Madrid,Portugal,194.85,96.44,14,19,3
879,Nesta,Robroe,nrobroeoe@ezinearticles.com,Female,167.85.116.127,Nesta Robroe,19,forward,Manchester United,France,184.56,62.23,78,10,21
880,Noby,Jennemann,njennemannof@seattletimes.com,Male,153.1.89.12,Noby Jennemann,24,forward,Real Madrid,Poland,189.21,65.48,74,37,28
881,Merry,Brew,mbrewog@fda.gov,Bigender,245.75.111.128,Merry Brew,22,defender,Bayern Munich,Poland,160.73,81.24,34,31,12
882,Kirsti,Laity,klaityoh@miitbeian.gov.cn,Female,41.128.52.171,Kirsti Laity,19,goalkeeper,Bayern Munich,Egypt,180.24,53.29,3,34,5
883,Sofia,Mainland,smainlandoi@cargocollective.com,Female,28.236.3.251,Sofia Mainland,38,defender,Real Madrid,Mozambique,164.14,96.52,42,43,25
884,Vivia,Godbold,vgodboldoj@imdb.com,Female,218.78.229.240,Vivia Godbold,19,forward,Bayern Munich,Poland,183.8,58.45,50,35,11
885,Dynah,Eastman,deastmanok@ifeng.com,Genderqueer,140.130.243.148,Dynah Eastman,18,goalkeeper,Real Madrid,Philippines,173.63,78.53,57,38,18
886,Astrid,Gerish,agerishol@google.cn,Female,230.32.200.217,Astrid Gerish,35,midfielder,Real Madrid,Indonesia,188.15,74.89,54,9,11
